#CNES;CNPJ;NO_FANTASIA;UF;MUNICIPIO;DS_TIPO_UNIDADE;ACREDITACAO;ACREDITADORA
9823395;6,07658E+13;UNIDADE PARQUE IBIRAPUERA;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PADI;CBR
7146906;6,14867E+13;ALTA MEDICINA DIAGNOSTICA;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PADI;CBR
3066746;6,08401E+13;FLEURY MEDICINA E SAUDE SEDE BROOKLIN;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PADI;CBR
6569757;6,07658E+13;UNIDADE AVANCADA EINSTEIN PERDIZES;SP;S�o Paulo;HOSPITAL GERAL;PADI;CBR
2920891;1,93788E+13;HERMES PARDINI TATUAPE TUIUTI;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7899203;4,76738E+13;AFIP SOROCABA;SP;Sorocaba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2880881;4,4593E+13;MERCOLAB LABORATORIOS;SC;Palho�a;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
4116011;1,9036E+13;METHODOS LABORATORIO UNIDADE SAO SEBASTIAO DA BELA VISTA;MG;S�o Sebasti�o da Bela Vista;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9357998;1,87515E+12;UNILAB;SP;Itatiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7977158;2,2874E+13;UNIMED LABORATORIO UNIDADE ARAUCARIA;PR;Arauc�ria;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6049273;6,14867E+13;FRISCHMANN AISENGART MEDICINA DIAGNOSTICA ARAUCARIA;PR;Arauc�ria;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
405469;4,46498E+13;CENTRO CLINICO JUNDIAI;SP;Jundia�;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
9659102;8,70966E+13;POSTO DE COLETA LABORATORIO UNIMED UNIDADE VIAMAO;RS;Viam�o;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9364641;5,06994E+13;SANCET SANTANA;SP;Mogi das Cruzes;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9073914;7,53092E+13;LABORATORIO SAO CAMILO UNIDADE MANDACARU;PR;Maring�;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5803454;6,09124E+12;OURO PRETO POSTO DE COLETA LABORATORIO VILA RICA;MG;Ouro Preto;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
957305;1,9036E+13;METHODOS LABORATORIO UNIDADE MEDICAL CENTER;MG;Pouso Alegre;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3085422;1,9036E+13;METHODOS LABORATORIO UNIDADE CENTRAL;MG;Pouso Alegre;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7394675;1,9036E+13;METHODOS LABORATORIO UNIDADE SILVIANO BRANDAO;MG;Pouso Alegre;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9245952;4,97881E+12;LABORATORIO DE PATOLOGIA CLINICA DR PAULO CORDEIRO DE AZEVE;PA;Capanema;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
4060687;6,14867E+13;LABORATORIO GASPAR SHOPPING RIO ANIL;MA;S�o Lu�s;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9915443;6,14867E+13;LABORATORIO GASPAR;MA;S�o Lu�s;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
183571;6,14867E+13;LABORATORIO GASPAR UNIDADE XXX;MA;S�o Lu�s;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9259686;6,08401E+13;A MAIS MEDICINA DIAGNOSTICA UNIDADE SANTO ANDRE II;SP;Santo Andr�;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7688113;6,14867E+13;EXAME MEDICINA DIAGNOSTICA PARANOA;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7779747;7,18528E+11;SABIN DIAGNOSTICA E SAUDE TERRACO SHOPPING;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5923867;7,18528E+11;SABIN DIAGNOSTICO E SAUDE SAMAMBAIA SUL;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6520413;7,18528E+11;SABIN DIAGNOSTICO E SAUDE JARDIM BOTANICO;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9676937;7,18528E+11;SABIN DIAGNOSTICA E SAUDE GUARA REAL MIX;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7738838;1,77788E+13;LABORATORIO SABIN DE ANALISES CLINICAS EM UBERABA;MG;Uberaba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9366849;1,90409E+13;SABIN MEDICINA DIAGNOSTICA SAO JORGE;MG;Uberl�ndia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2043165;5,13131E+13;LABORATORIO RAMOS DE SOUZA BARAO GERALDO 2;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5731488;5,13131E+13;LABORATORIO RAMOS DE SOUZA CAMBUI;SP;Campinas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9311785;2,19505E+13;PR SERVICOS DE COLETA LTDA;SP;Cotia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9404473;2,47193E+13;FLOW SERVICOS DIAGNOSTICOS LTDA;ES;Vit�ria;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6952771;5,77147E+13;LABORATORIO HORMOLAB;SP;Franca;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6344887;9,28607E+13;ALFA LABORATORIO UNIDADE 6;RS;Caxias do Sul;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2239876;8,78277E+13;LABORATORIO DE ANALISES CLINICAS;RS;Caxias do Sul;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7402074;6,14867E+13;DASA NTO CAXIAS;RJ;Duque de Caxias;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5401194;5,84635E+12;SERGIO FRANCO MEDICINA DIAGNOSTICA;RJ;Niter�i;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7218257;6,14867E+13;BRONSTEIN NITEROI;RJ;Niter�i;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3009734;6,08401E+13;LABS A MEDICINA DIAGNOSTICA AMARAL PEIXOTO;RJ;Niter�i;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9106251;4,3432E+12;LABORATORIO DE ANALISES CLINICAS OURILAB;SP;Santa Cruz do Rio Pardo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7097514;2,2874E+13;UNIMED LABORATORIO UNIDADE ITUPAVA;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7097522;2,2874E+13;UNIMED LABORATORIO UNIDADE CENTRO;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9046208;2,2874E+13;UNIMED LABORATORIO UNIDADE CAJURU;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3102017;6,08401E+13;A MEDICINA DIAGNOSTICA;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3512215;6,14867E+13;FRISCHMANN AISENGART MED DIAG AHU;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9040536;2,2874E+13;UNIMED LABORATORIO UNIDADE BAIRRO ALTO;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9295801;6,14867E+13;FRISCHMANN AISENGART MED DIAG SITIO CERCADO;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3479218;6,14867E+13;FRISCHMANN AISENGART MED DIAG BATEL;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6438857;6,14867E+13;FRISCHMANN AISENGART MEDICINA DIAGNOSTICA PINHEIRINHO;PR;Curitiba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9505318;1,83019E+13;POSTO DE COLETA SUL DA ILHA;SC;Florian�polis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9135871;6,14867E+13;LABORATORIO SANTA LUZIA JURERE;SC;Florian�polis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2855364;4,38191E+13;SSC2 ANALISES CLINICAS;SC;Florian�polis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9505237;6,14867E+13;LABORATORIO SANTA LUZIA INGLESES;SC;Florian�polis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2857839;4,28279E+13;LABORATORIO SANTA LUZIA;SC;Garopaba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5697980;5,00088E+13;VALECLIN NORTE;SP;S�o Jos� dos Campos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9939717;4,56971E+13;SABIN MEDICINA DIAGNOSTICA;SP;S�o Jos� dos Campos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7980469;5,00088E+13;VALECLIN LABORATORIO LESTE II;SP;S�o Jos� dos Campos;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9199942;6,08401E+13;FLEURY MEDICINA E SAUDE UNID JAU;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6441106;6,08401E+13;A MAIS MEDICINA DIAGNOSTICA UNIDADE CAMPO BELO;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3073629;6,08401E+13;FLEURY MEDICINA E SAUDE UNIDADE VILLA LOBOS;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7722265;6,08401E+13;FLEURY MEDICINA E SAUDE UNIDADE REPUBLICA DO LIBANO II;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6255590;6,08401E+13;FLEURY MEDICINA E SAUDE UNIDADE HIGIENOPOLIS;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9173641;6,08401E+13;FLEURY MEDICINA E SAUDE UNIDADE CERRO CORA;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5015804;1,93788E+13;DIGIMAGEM HERMES PARDINI TATUAPE;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9043926;6,14867E+13;LAVOISIER MED DIAG INTERLAGOS II;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3124703;6,14867E+13;LAVOISIER MED DIAG FARIA LIMA;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7362994;6,14867E+13;LAVOISIER MED DIAG AGUIA DE HAIA;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5975239;6,08401E+13;FLEURY MEDICINA E SAUDE UNIDADE SUMARE;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7968566;4,46498E+13;CENTRO CLINICO INTERLAGOS;SP;S�o Paulo;POLICLINICA;PALC;SBPC/ML
6618499;5,07744E+12;LCA;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9712046;6,14867E+13;LAVOISIER MED DIAG METRO ANA ROSA;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9208534;6,14867E+13;DELBONI AURIEMO MED DIAG POMPEIA;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3124606;6,14867E+13;LAVOISIER MED DIAG INTERLAGOS;SP;S�o Paulo;POLICLINICA;PALC;SBPC/ML
3124517;6,14867E+13;LAVOISIER MED DIAG ANGELICA;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7977743;2,18756E+13;OC PRECISION MEDICINE;SP;S�o Paulo;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9953973;1,93788E+13;INSTITUTO HERMES PARDINI NTA RJ;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5510465;8,69591E+12;REALLAB SERVICOS DIAGNOSTICOS;RJ;Rio de Janeiro;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
3603334;6,14867E+13;SF OUVIDOR DIAGNOSTICOS DA AMERICA;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7834675;6,14867E+13;BRONSTEIN SHOPPING GUADALUPE;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9639055;3,06901E+13;COLLECT LABORATORIO;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9261001;2,62131E+13;RVM SERVICOS DE SAUDE;RJ;Rio de Janeiro;CONSULTORIO ISOLADO;PALC;SBPC/ML
5159652;2,53691E+12;EQUIPE SAUDE SERVICOS MEDICOS;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
228354;3,56078E+13;EQUIPE SAUDE SFRJ;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7985010;2,4245E+13;SEVEN SEAS PARTNER SAUDE;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5353637;6,14867E+13;BRONSTEIN MED DIAG SANTA CRUZ;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7518919;6,14867E+13;DASA SF SHOPPING TIJUCA;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7973306;6,14867E+13;ALTA BARRA SHOPPING;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9587101;6,08401E+13;LABS A MEDICINA DIAGNOSTICA CENTRO;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7071752;6,08401E+13;LABS A MEDICINA DIAGNOSTICA PINHEIRO GUIMARAES 24;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7071515;6,08401E+13;LABS A MEDICINA DIAGNOSTICA BONSUCESSO;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7110383;6,08401E+13;LABS A MEDICINA DIAGNOSTICA BANGU;RJ;Rio de Janeiro;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3607933;9,14631E+12;BRONSTEIN MED DIAG TERESOPOLIS;RJ;Teres�polis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7348916;1,41725E+12;PREVILAB;SP;Americana;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9804382;2,24562E+13;GSM SERVICOS DE COLETA;SP;Osasco;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9135243;5,51398E+12;SABIN MEDICINA DIAGNOSTICA;MS;Campo Grande;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7087179;1,56369E+12;UNIDADE MATO GROSSO;MS;Campo Grande;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2081040;5,40124E+13;HOSPITAL UNIMED DE ARARAS;SP;Araras;HOSPITAL GERAL;PALC;SBPC/ML
9932534;5,06994E+13;SANCET ARUJA;SP;Aruj�;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
791849;1,87515E+12;UNILAB;SP;Atibaia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6015050;1,41725E+12;PREVILAB PIRACICABA CENTRO I;SP;Piracicaba;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3514315;5,13947E+13;LABORATORIO MARLENE SPIR POSTO DE COLETA;SP;Presidente Prudente;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6328652;9,28607E+13;ALFA LABORATORIO UNIDADE 5;RS;Farroupilha;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6821286;6,08401E+13;WEINMANN LABORATORIO;RS;Novo Hamburgo;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
6765297;6,08401E+13;WEINMANN LABORATORIO;RS;Porto Alegre;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6712088;6,08401E+13;WEINMANN LABORATORIO UNIDADE LINDOIA;RS;Porto Alegre;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6712126;6,08401E+13;WEINMANN LABORATORIO UNIDADE MAUA;RS;Porto Alegre;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7123418;6,08401E+13;WEINMANN LABORATORIO;RS;Porto Alegre;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6709826;8,70966E+13;UNIMED 24 DE OUTUBRO;RS;Porto Alegre;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
6436609;8,70966E+13;POSTO DE COLETA ZONA SUL;RS;Porto Alegre;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2243385;9,56272E+13;LABIMED ANALISES CLINICAS PINHEIRO;RS;Santa Maria;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7121814;8,70966E+13;POSTO DE COLETA SAPUCAIA;RS;Sapucaia do Sul;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3324788;2,46769E+13;POSTO DE COLETAS UNIMED RONDONOPOLIS;MT;Rondon�polis;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9370226;7,18528E+11;LABORATORIO SABIN;GO;�guas Lindas de Goi�s;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7791402;1,58889E+12;PADRAO LABORATORIO CLINICO;GO;Aparecida de Goi�nia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2339714;1,58889E+12;PADRAO LABORATORIO CLINICO;GO;Goi�nia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7729898;1,58889E+12;PADRAO LABORATORIO CLINICO;GO;Goi�nia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6344240;6,14867E+13;ATALAIA SUL 3;GO;Goi�nia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5970873;1,58889E+12;PADRAO LABORATORIO CLINICO;GO;Goi�nia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6344275;6,14867E+13;ATALAIA MARISTA;GO;Goi�nia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5970830;1,58889E+12;PADRAO LABORATORIO CLINICO;GO;Goi�nia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
2393662;1,50098E+13;LABORATORIO CARLOS CHAGAS;MT;Cuiab�;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
43869;1,50098E+13;LABORATORIO CARLOS CHAGAS UNIDADE BANDEIRANTES;MT;Cuiab�;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9642803;1,50098E+13;LABORATORIO CARLOS CHAGAS LTDA;MT;Cuiab�;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9332596;7,18528E+11;LABORATORIO SABIN;GO;Planaltina;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9651063;7,18528E+11;LABORATORIO SABIN DE ANALISES CLINICAS LTDA;GO;Santo Ant�nio do Descoberto;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7911386;6,14867E+13;EXAME MEDICINA DIAGNOSTICA REAL SPLENDOR;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5582199;6,14867E+13;EXAME MEDICINA DIAGNOSTICA CEILANDIA;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5350107;6,14867E+13;EXAME MEDICINA DIAGNOSTICA ASA NORTE II;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5326095;6,14867E+13;EXAME MEDICINA DIAGNOSTICA SUDOESTE CENTRO CLINICO;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7979541;4,26494E+12;GUTHRIE PESQUISA E DIAGNOSTICO;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5617073;7,18528E+11;SABIN DIAGNOSTICO E SAUDE SETOR BANCARIO SUL;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3027724;7,18528E+11;SABIN DIAGNOSTICA E SAUDE DECK BRASIL;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9605576;7,18528E+11;SABIN DIAGNOSTICO E SAUDE JARDIM BOTANICO SOLAR BRASILIA;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7693796;7,18528E+11;SABIN DIAGNOSTICA E SAUDE DAHER;DF;Bras�lia;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7979827;4,57204E+12;AMARAL COSTA MEDICINA DIAGNOSTICA BATISTA CAMPOS;PA;Bel�m;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
5439124;4,97881E+12;LABORATORIO DE PATOLOGIA CLINICA DR PAULO CORDEIRO DE AZEVE;PA;Bel�m;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
3115984;8,33657E+13;LABORATORIO SABIN DE ANALISES CLINICAS NO ESTADO PAR;PA;Bel�m;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6611680;4,57204E+12;LABORATORIO AMARAL COSTA UNIDADE CASTANHEIRA;PA;Bel�m;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9923160;6,14867E+13;CERPE;PE;Camaragibe;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
6255388;6,14867E+13;CERPE;PE;Caruaru;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9525246;1,24782E+13;LABORATORIO VICENTE LEMOS;PE;Exu;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
7006497;6,14867E+13;LEME LABORATORIO E VACINAS;BA;Lauro de Freitas;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);PALC;SBPC/ML
9432086;3,28343E+13;SOLIM LABORATORIOS;SE;Aracaju;CLINICA/CENTRO DE ESPECIALIDADE;PALC;SBPC/ML
3279375;1,6456E+13;CENTRO DEMEDICINA INTERAGRADA DE SERGIPE;SE;Aracaju;POLICLINICA;PALC;SBPC/ML
